han,hex,dec
蠢,8822,34850
戳,6233,25139
綽,7DBD,32189
疵,75B5,30133
茨,8328,33576
磁,78C1,30913
雌,96CC,38604
辭,8FAD,36781
慈,6148,24904
瓷,74F7,29943
詞,8A5E,35422
此,6B64,27492
刺,523A,21050
賜,8CDC,36060
次,6B21,27425
聰,8070,32880
葱,8471,33905
囱,56F1,22257
匆,5306,21254
從,5F9E,24478
叢,53E2,21474
凑,51D1,20945
粗,7C97,31895
醋,918B,37259
簇,7C07,31751
促,4FC3,20419
躥,8EA5,36517
篡,7BE1,31713
竄,7AC4,31428
摧,6467,25703
崔,5D14,23828
催,50AC,20652
脆,8106,33030
瘁,7601,30209
粹,7CB9,31929
淬,6DEC,28140
翠,7FE0,32736
村,6751,26449
存,5B58,23384
寸,5BF8,23544
磋,78CB,30923
撮,64AE,25774
搓,6413,25619
措,63AA,25514
挫,632B,25387
錯,932F,37679
搭,642D,25645
達,9054,36948
答,7B54,31572
瘩,7629,30249
打,6253,25171
大,5927,22823
呆,5446,21574
歹,6B79,27513
傣,50A3,20643
戴,6234,25140
帶,5E36,24118
殆,6B86,27526
代,4EE3,20195
貸,8CB8,36024
袋,888B,34955
待,5F85,24453
逮,902E,36910
怠,6020,24608
耽,803D,32829
擔,64D4,25812
丹,4E39,20025
單,55AE,21934
鄲,9132,37170
撣,64A3,25763
膽,81BD,33213
旦,65E6,26086
氮,6C2E,27694
但,4F46,20294
憚,619A,24986
淡,6DE1,28129
誕,8A95,35477
彈,5F48,24392
蛋,86CB,34507
當,7576,30070
擋,64CB,25803
黨,9EE8,40680
蕩,8569,34153
檔,6A94,27284
刀,5200,20992
搗,6417,25623
蹈,8E48,36424
倒,5012,20498
島,5CF6,23798
禱,79B1,31153
導,5C0E,23566
到,5230,21040
稻,7A3B,31291
悼,60BC,24764
道,9053,36947
盗,76D7,30423
德,5FB7,24503
得,5F97,24471
的,7684,30340
蹬,8E6C,36460
燈,71C8,29128
登,767B,30331
等,7B49,31561
瞪,77AA,30634
凳,51F3,20979
鄧,9127,37159
堤,5824,22564
低,4F4E,20302
滴,6EF4,28404
迪,8FEA,36842
敵,6575,25973
笛,7B1B,31515
狄,72C4,29380
滌,6ECC,28364
翟,7FDF,32735
嫡,5AE1,23265
抵,62B5,25269
底,5E95,24213
地,5730,22320
蒂,8482,33922
第,7B2C,31532
帝,5E1D,24093
弟,5F1F,24351
遞,905E,36958
締,7DE0,32224
顛,985B,39003
掂,6382,25474
滇,6EC7,28359
碘,7898,30872
點,9EDE,40670
典,5178,20856
靛,975B,38747
墊,588A,22666
電,96FB,38651
佃,4F43,20291
甸,7538,30008
店,5E97,24215
惦,60E6,24806
奠,5960,22880
澱,6FB1,28593
殿,6BBF,27583
碉,7889,30857
叼,53FC,21500
雕,96D5,38613
凋,51CB,20939
刁,5201,20993
掉,6389,25481
吊,540A,21514
釣,91E3,37347
調,8ABF,35519
跌,8DCC,36300
爹,7239,29241
碟,789F,30879
蝶,8776,34678
迭,8FED,36845
諜,8ADC,35548
叠,53E0,21472
丁,4E01,19969
盯,76EF,30447
叮,53EE,21486
釘,91D8,37336
頂,9802,38914
鼎,9F0E,40718
錠,9320,37664
定,5B9A,23450
訂,8A02,35330
丢,4E22,20002
東,6771,26481
冬,51AC,20908
董,8463,33891
懂,61C2,25026
動,52D5,21205
棟,68DF,26847
侗,4F97,20375
恫,606B,24683
凍,51CD,20941
洞,6D1E,27934
兜,515C,20828
抖,6296,25238
鬥,9B25,39717
陡,9661,38497
豆,8C46,35910
逗,9017,36887
痘,75D8,30168
都,90FD,37117
督,7763,30563
毒,6BD2,27602
犢,72A2,29346
獨,7368,29544
讀,8B80,35712
堵,5835,22581
睹,7779,30585
賭,8CED,36077
杜,675C,26460
鍍,934D,37709
肚,809A,32922
度,5EA6,24230
渡,6E21,28193
妒,5992,22930
端,7AEF,31471
短,77ED,30701
鍛,935B,37723
段,6BB5,27573
斷,65B7,26039
緞,7DDE,32222
堆,5806,22534
兑,5151,20817
隊,968A,38538
對,5C0D,23565
墩,58A9,22697
噸,5678,22136
蹲,8E72,36466
敦,6566,25958
頓,9813,38931
囤,56E4,22244
鈍,920D,37389
盾,76FE,30462
遁,9041,36929
掇,6387,25479
哆,54C6,21702
多,591A,22810
奪,596A,22890
垛,579B,22427
躲,8EB2,36530
朵,6735,26421
跺,8DFA,36346
舵,8235,33333
剁,5241,21057
惰,60F0,24816
墮,58AE,22702
蛾,86FE,34558
峨,5CE8,23784
鵝,9D5D,40285
俄,4FC4,20420
額,984D,38989
訛,8A1B,35355
娥,5A25,23077
惡,60E1,24801
厄,5384,21380
扼,627C,25212
遏,904F,36943
鄂,9102,37122
餓,9913,39187
恩,6069,24681
而,800C,32780
兒,5152,20818
耳,8033,32819
爾,723E,29246
餌,990C,39180
洱,6D31,27953
二,4E8C,20108
貳,8CB3,36019
發,767C,30332
罰,7F70,32624
筏,7B4F,31567
伐,4F10,20240
乏,4E4F,20047
閥,95A5,38309
法,6CD5,27861
珐,73D0,29648
藩,85E9,34281
帆,5E06,24070
番,756A,30058
翻,7FFB,32763
樊,6A0A,27146
礬,792C,31020
釩,91E9,37353
繁,7E41,32321
凡,51E1,20961
煩,7169,29033
反,53CD,21453
返,8FD4,36820
範,7BC4,31684
販,8CA9,36009
犯,72AF,29359
飯,98EF,39151
泛,6CDB,27867
坊,574A,22346
芳,82B3,33459
方,65B9,26041
肪,80AA,32938
房,623F,25151
防,9632,38450
妨,59A8,22952
仿,4EFF,20223
訪,8A2A,35370
紡,7D21,32033
放,653E,25918
菲,83F2,33778
非,975E,38750
啡,5561,21857
飛,98DB,39131
肥,80A5,32933
匪,532A,21290
誹,8AB9,35513
吠,5420,21536
肺,80BA,32954
廢,5EE2,24290
沸,6CB8,27832
費,8CBB,36027
芬,82AC,33452
酚,915A,37210
吩,5429,21545
氛,6C1B,27675
分,5206,20998
紛,7D1B,32027
墳,58B3,22707
焚,711A,28954
汾,6C7E,27774
粉,7C89,31881
奮,596E,22894
份,4EFD,20221
忿,5FFF,24575
憤,61A4,24996
糞,7CDE,31966
豐,8C50,35920
封,5C01,23553
楓,6953,26963
蜂,8702,34562
峰,5CF0,23792
鋒,92D2,37586
風,98A8,39080
瘋,760B,30219
烽,70FD,28925
逢,9022,36898
馮,99AE,39342
縫,7E2B,32299
諷,8AF7,35575
奉,5949,22857
鳳,9CF3,40179
佛,4F5B,20315
否,5426,21542
夫,592B,22827
敷,6577,25975
膚,819A,33178
孵,5B75,23413
扶,6276,25206
拂,62C2,25282
輻,8F3B,36667
幅,5E45,24133
氟,6C1F,27679
符,7B26,31526
伏,4F0F,20239
俘,4FD8,20440
服,670D,26381
浮,6D6E,28014
涪,6DAA,28074
福,798F,31119
袱,88B1,34993
弗,5F17,24343
甫,752B,29995
撫,64AB,25771
輔,8F14,36628
俯,4FEF,20463
釜,91DC,37340
斧,65A7,26023
脯,812F,33071
腑,8151,33105
府,5E9C,24220
腐,8150,33104
赴,8D74,36212
副,526F,21103
覆,8986,35206
賦,8CE6,36070
復,5FA9,24489
傅,5085,20613
付,4ED8,20184
阜,961C,38428
父,7236,29238
腹,8179,33145
負,8CA0,36000
富,5BCC,23500
訃,8A03,35331
附,9644,38468
婦,5A66,23142
縛,7E1B,32283
咐,5490,21648
噶,5676,22134
嘎,560E,22030
該,8A72,35442
改,6539,25913
概,6982,27010
鈣,9223,37411
蓋,84CB,33995
溉,6E89,28297
幹,5E79,24185
甘,7518,29976
杆,6746,26438
柑,67D1,26577
竿,7AFF,31487
肝,809D,32925
趕,8D95,36245
感,611F,24863
秆,79C6,31174
敢,6562,25954
贛,8D1B,36123
岡,5CA1,23713
剛,525B,21083
鋼,92FC,37628
缸,7F38,32568
肛,809B,32923
綱,7DB1,32177
崗,5D17,23831
港,6E2F,28207
杠,6760,26464
篙,7BD9,31705
皋,768B,30347
高,9AD8,39640
膏,818F,33167
羔,7F94,32660
糕,7CD5,31957
搞,641E,25630
鎬,93AC,37804
稿,7A3F,31295
告,544A,21578
哥,54E5,21733
歌,6B4C,27468
擱,64F1,25841
戈,6208,25096
鴿,9D3F,40255
胳,80F3,33011
疙,7599,30105
割,5272,21106
革,9769,38761
葛,845B,33883
格,683C,26684
蛤,86E4,34532
閣,95A3,38307
隔,9694,38548
鉻,927B,37499
個,500B,20491
各,5404,21508
給,7D66,32102
根,6839,26681
跟,8DDF,36319
耕,8015,32789
更,66F4,26356
庚,5E9A,24218
羹,7FB9,32697
埂,57C2,22466
耿,803F,32831
梗,6897,26775
工,5DE5,24037
攻,653B,25915
功,529F,21151
恭,606D,24685
龔,9F94,40852
供,4F9B,20379
躬,8EAC,36524
公,516C,20844
宫,5BAB,23467
弓,5F13,24339
鞏,978F,38799
汞,6C5E,27742
拱,62F1,25329
貢,8CA2,36002
共,5171,20849
鈎,920E,37390
勾,52FE,21246
溝,6E9D,28317
苟,82DF,33503
狗,72D7,29399
垢,57A2,22434
構,69CB,27083
購,8CFC,36092
够,591F,22815
辜,8F9C,36764
菇,83C7,33735
咕,5495,21653
箍,7B8D,31629
估,4F30,20272
沽,6CBD,27837
孤,5B64,23396
姑,59D1,22993
鼓,9F13,40723
古,53E4,21476
蠱,8831,34865
骨,9AA8,39592
谷,8C37,35895
股,80A1,32929
故,6545,25925
顧,9867,39015
固,56FA,22266
雇,96C7,38599
刮,522E,21038
瓜,74DC,29916
剮,526E,21102
寡,5BE1,23521
挂,6302,25346
褂,8902,35074
乖,4E56,20054
拐,62D0,25296
怪,602A,24618
棺,68FA,26874
關,95DC,38364
官,5B98,23448
冠,51A0,20896
觀,89C0,35264
管,7BA1,31649
館,9928,39208
罐,7F50,32592
慣,6163,24931
灌,704C,28748
貫,8CAB,36011
光,5149,20809
廣,5EE3,24291
逛,901B,36891
瑰,7470,29808
規,898F,35215
圭,572D,22317
硅,7845,30789
歸,6B78,27512
龜,9F9C,40860
閨,95A8,38312
軌,8ECC,36556
鬼,9B3C,39740
詭,8A6D,35437
癸,7678,30328
桂,6842,26690
櫃,6AC3,27331
跪,8DEA,36330
貴,8CB4,36020
劊,528A,21130
輥,8F25,36645
滚,6EDA,28378
棍,68CD,26829
鍋,934B,37707
郭,90ED,37101
國,570B,22283
果,679C,26524
裹,88F9,35065
過,904E,36942
哈,54C8,21704
骸,9AB8,39608
孩,5B69,23401
海,6D77,28023
氦,6C26,27686
亥,4EA5,20133
害,5BB3,23475
駭,99ED,39405
酣,9163,37219
憨,61A8,25000
邯,90AF,37039
韓,97D3,38867
含,542B,21547
涵,6DB5,28085
寒,5BD2,23506
函,51FD,20989
喊,558A,21898
罕,7F55,32597
翰,7FF0,32752
撼,64BC,25788
捍,634D,25421
旱,65F1,26097
憾,61BE,25022
悍,608D,24717
焊,710A,28938
汗,6C57,27735
漢,6F22,28450
夯,592F,22831
杭,676D,26477
航,822A,33322
壕,58D5,22741
嚎,568E,22158
豪,8C6A,35946
毫,6BEB,27627
郝,90DD,37085
好,597D,22909
耗,8017,32791
號,865F,34399
浩,6D69,28009
呵,5475,21621
喝,559D,21917
荷,8377,33655
菏,83CF,33743
核,6838,26680
禾,79BE,31166
和,548C,21644
何,4F55,20309
合,5408,21512
盒,76D2,30418
貉,8C89,35977
閡,95A1,38305
河,6CB3,27827
涸,6DB8,28088
赫,8D6B,36203
褐,8910,35088
鶴,9DB4,40372
賀,8CC0,36032
嘿,563F,22079
黑,9ED1,40657
痕,75D5,30165
很,5F88,24456
狠,72E0,29408
恨,6068,24680
哼,54FC,21756
亨,4EA8,20136
横,6A2A,27178
衡,8861,34913
恒,6052,24658
轟,8F5F,36703
哄,54C4,21700
烘,70D8,28888
虹,8679,34425
鴻,9D3B,40251
洪,6D2A,27946
宏,5B8F,23439
弘,5F18,24344
紅,7D05,32005
喉,5589,21897
侯,4FAF,20399
猴,7334,29492
吼,543C,21564
厚,539A,21402
候,5019,20505
後,5F8C,24460
呼,547C,21628
乎,4E4E,20046
忽,5FFD,24573
瑚,745A,29786
壺,58FA,22778
葫,846B,33899
胡,80E1,32993
蝴,8774,34676
狐,72D0,29392
糊,7CCA,31946
湖,6E56,28246
弧,5F27,24359
虎,864E,34382
唬,552C,21804
護,8B77,35703
互,4E92,20114
滬,6EEC,28396
户,6237,25143
花,82B1,33457
嘩,5629,22057
華,83EF,33775
猾,733E,29502
滑,6ED1,28369
畫,756B,30059
劃,5283,21123
化,5316,21270
話,8A71,35441
槐,69D0,27088
徊,5F8A,24458
懷,61F7,25079
淮,6DEE,28142
壞,58DE,22750
歡,6B61,27489
環,74B0,29872
桓,6853,26707
還,9084,36996
緩,7DE9,32233
换,6362,25442
患,60A3,24739
唤,5524,21796
痪,75EA,30186
豢,8C62,35938
焕,7115,28949
涣,6DA3,28067
宦,5BA6,23462
幻,5E7B,24187
荒,8352,33618
慌,614C,24908
黄,9EC4,40644
磺,78FA,30970
蝗,8757,34647
簧,7C27,31783
皇,7687,30343
凰,51F0,20976
惶,60F6,24822
煌,714C,29004
晃,6643,26179
幌,5E4C,24140
恍,604D,24653
謊,8B0A,35594
灰,7070,28784
揮,63EE,25582
輝,8F1D,36637
徽,5FBD,24509
恢,6062,24674
蛔,86D4,34516
回,56DE,22238
毁,6BC1,27585
悔,6094,24724
慧,6167,24935
卉,5349,21321
惠,60E0,24800
晦,6666,26214
賄,8CC4,36036
穢,7A62,31330
會,6703,26371
燴,71F4,29172
匯,532F,21295
諱,8AF1,35569
誨,8AA8,35496
繪,7E6A,32362
葷,8477,33911
昏,660F,26127
婚,5A5A,23130
魂,9B42,39746
渾,6E3E,28222
混,6DF7,28151
豁,8C41,35905
活,6D3B,27963
伙,4F19,20249
火,706B,28779
獲,7372,29554
或,6216,25110
惑,60D1,24785
霍,970D,38669
貨,8CA8,36008
禍,798D,31117
擊,64CA,25802
圾,573E,22334
基,57FA,22522
機,6A5F,27231
畸,7578,30072
稽,7A3D,31293
積,7A4D,31309
箕,7B95,31637
肌,808C,32908
饑,9951,39249
迹,8FF9,36857
激,6FC0,28608
譏,8B4F,35663
鷄,9DC4,40388
姬,59EC,23020
績,7E3E,32318
緝,7DDD,32221
吉,5409,21513
極,6975,26997
棘,68D8,26840
輯,8F2F,36655
籍,7C4D,31821
集,96C6,38598
及,53CA,21450
急,6025,24613
疾,75BE,30142
汲,6C72,27762
即,5373,21363
嫉,5AC9,23241
級,7D1A,32026
擠,64E0,25824
幾,5E7E,24190
脊,810A,33034
己,5DF1,24049
薊,858A,34186
技,6280,25216
冀,5180,20864
季,5B63,23395
伎,4F0E,20238
祭,796D,31085
劑,5291,21137
悸,60B8,24760
濟,6FDF,28639
寄,5BC4,23492
寂,5BC2,23490
計,8A08,35336
記,8A18,35352
既,65E2,26082
忌,5FCC,24524
際,969B,38555
妓,5993,22931
繼,7E7C,32380
紀,7D00,32000
嘉,5609,22025
枷,67B7,26551
夾,593E,22846
佳,4F73,20339
家,5BB6,23478
加,52A0,21152
莢,83A2,33698
頰,9830,38960
賈,8CC8,36040
甲,7532,30002
鉀,9240,37440
假,5047,20551
稼,7A3C,31292
價,50F9,20729
架,67B6,26550
駕,99D5,39381
嫁,5AC1,23233
殲,6BB2,27570
監,76E3,30435
堅,5805,22533
尖,5C16,23574
箋,7B8B,31627
間,9593,38291
煎,714E,29006
兼,517C,20860
肩,80A9,32937
艱,8271,33393
奸,5978,22904
緘,7DD8,32216
繭,7E6D,32365
檢,6AA2,27298
柬,67EC,26604
碱,78B1,30897
鹼,9E7C,40572
揀,63C0,25536
撿,64BF,25791
簡,7C21,31777
儉,5109,20745
剪,526A,21098
减,51CF,20943
薦,85A6,34214
檻,6ABB,27323
鑒,9452,37970
踐,8E10,36368
賤,8CE4,36068
見,898B,35211
鍵,9375,37749
箭,7BAD,31661
件,4EF6,20214
健,5065,20581
艦,8266,33382
劍,528D,21133
餞,991E,39198
漸,6F38,28472
濺,6FFA,28666
澗,6F97,28567
建,5EFA,24314
僵,50F5,20725
姜,59DC,23004
將,5C07,23559
漿,6F3F,28479
江,6C5F,27743
疆,7586,30086
蔣,8523,34083
槳,69F3,27123
奬,596C,22892
講,8B1B,35611
匠,5320,21280
醬,91AC,37292
降,964D,38477
蕉,8549,34121
椒,6912,26898
礁,7901,30977
焦,7126,28966
膠,81A0,33184
交,4EA4,20132
郊,90CA,37066
澆,6F86,28550
驕,9A55,39509
嬌,5B0C,23308
嚼,56BC,22204
攪,652A,25898
鉸,9278,37496
矯,77EF,30703
僥,50E5,20709
脚,811A,33050
狡,72E1,29409
角,89D2,35282
餃,9903,39171
繳,7E73,32371
絞,7D5E,32094
剿,527F,21119
教,6559,25945
酵,9175,37237
轎,8F4E,36686
較,8F03,36611
叫,53EB,21483
窖,7A96,31382
揭,63ED,25581
接,63A5,25509
皆,7686,30342
秸,79F8,31224
街,8857,34903
階,968E,38542
截,622A,25130
劫,52AB,21163
節,7BC0,31680
桔,6854,26708
杰,6770,26480
捷,6377,25463
睫,776B,30571
竭,7AED,31469
潔,6F54,28500
結,7D50,32080
解,89E3,35299
姐,59D0,22992
戒,6212,25106
藉,85C9,34249
芥,82A5,33445
界,754C,30028
借,501F,20511
介,4ECB,20171
疥,75A5,30117
誡,8AA1,35489
届,5C4A,23626
巾,5DFE,24062
筋,7B4B,31563
斤,65A4,26020
金,91D1,37329
今,4ECA,20170
津,6D25,27941
襟,895F,35167
緊,7DCA,32202
錦,9326,37670
僅,50C5,20677
謹,8B39,35641
進,9032,36914
靳,9773,38771
晋,664B,26187
禁,7981,31105
近,8FD1,36817
燼,71FC,29180
浸,6D78,28024
盡,76E1,30433
勁,52C1,21185
荆,8346,33606
兢,5162,20834
莖,8396,33686
睛,775B,30555
晶,6676,26230
鯨,9BE8,39912
京,4EAC,20140
驚,9A5A,39514
精,7CBE,31934
粳,7CB3,31923
經,7D93,32147
井,4E95,20117
警,8B66,35686
景,666F,26223
頸,9838,38968
静,9759,38745
境,5883,22659
敬,656C,25964
鏡,93E1,37857
徑,5F91,24465
痙,75D9,30169
靖,9756,38742
竟,7ADF,31455
競,7AF6,31478
净,51C0,20928
炯,70AF,28847
窘,7A98,31384
揪,63EA,25578
究,7A76,31350
糾,7CFE,31998
玖,7396,29590
韭,97ED,38893
久,4E45,20037
灸,7078,28792
九,4E5D,20061
酒,9152,37202
厩,53A9,21417
救,6551,25937
舊,820A,33290
臼,81FC,33276
舅,8205,33285
咎,548E,21646
就,5C31,23601
疚,759A,30106
鞠,97A0,38816
拘,62D8,25304
狙,72D9,29401
疽,75BD,30141
居,5C45,23621
駒,99D2,39378
菊,83CA,33738
局,5C40,23616
咀,5480,21632
矩,77E9,30697
舉,8209,33289
沮,6CAE,27822
聚,805A,32858
拒,62D2,25298
據,64DA,25818
巨,5DE8,24040
具,5177,20855
距,8DDD,36317
踞,8E1E,36382
鋸,92F8,37624
俱,4FF1,20465
句,53E5,21477
懼,61FC,25084
炬,70AC,28844
劇,5287,21127
捐,6350,25424
鵑,9D51,40273
娟,5A1F,23071
倦,5026,20518
眷,7737,30519
卷,5377,21367
絹,7D79,32121
撅,6485,25733
攫,652B,25899
抉,6289,25225
掘,6398,25496
倔,5014,20500
爵,7235,29237
覺,89BA,35258
决,51B3,20915
訣,8A23,35363
絶,7D76,32118
均,5747,22343
菌,83CC,33740
鈞,921E,37406
軍,8ECD,36557
君,541B,21531
峻,5CFB,23803
俊,4FCA,20426
竣,7AE3,31459
浚,6D5A,27994
郡,90E1,37089
駿,99FF,39423
喀,5580,21888
咖,5496,21654
卡,5361,21345
咯,54AF,21679
開,958B,38283
揩,63E9,25577
楷,6977,26999
凱,51F1,20977
慨,6168,24936
刊,520A,21002
堪,582A,22570
勘,52D8,21208
坎,574E,22350
砍,780D,30733
看,770B,30475
康,5EB7,24247
慷,6177,24951
糠,7CE0,31968
扛,625B,25179
抗,6297,25239
亢,4EA2,20130
炕,7095,28821
考,8003,32771
拷,62F7,25335
烤,70E4,28900
靠,9760,38752
坷,5777,22391
苛,82DB,33499
