han,name,hex,dec,note
殘,2066,6B98,27544,
殖,2067,6B96,27542,
殤,2068,6BA4,27556,
殮,2069,6BAE,27566,
殯,2070,6BAF,27567,
殲,2071,6BB2,27570,
段,2072,6BB5,27573,
殷,2073,6BB7,27575,
殺,2074,6BBA,27578,
殼,2075,6BBC,27580,
毀,2076,6BC0,27584,
殿,2077,6BBF,27583,
毅,2078,6BC5,27589,
毆,2079,6BC6,27590,
毋,2080,6BCB,27595,
母,2081,6BCD,27597,
每,2082,6BCF,27599,
毒,2083,6BD2,27602,
毓,2084,6BD3,27603,
比,2085,6BD4,27604,
毗,2086,6BD7,27607,
毛,2087,6BDB,27611,
毫,2088,6BEB,27627,
毯,2089,6BEF,27631,
毽,2090,6BFD,27645,
氈,2091,6C08,27656,
氊,2091V,6C0A,27658,
氏,2092,6C0F,27663,
民,2093,6C11,27665,
氐,2094,6C10,27664,
氓,2095,6C13,27667,
氖,2096,6C16,27670,
氛,2097,6C1B,27675,
氟,2098,6C1F,27679,
氣,2099,6C23,27683,
氧,2100,6C27,27687,
氨,2101,6C28,27688,
氦,2102,6C26,27686,
氤,2103,6C24,27684,
氫,2104,6C2B,27691,
氮,2105,6C2E,27694,
氯,2106,6C2F,27695,
氲,2107,6C32,27698,
水,2108,6C34,27700,
永,2109,6C38,27704,
汁,2110,6C41,27713,
汀,2111,6C40,27712,
氾,2112,6C3E,27710,
汗,2113,6C57,27735,
污,2114,6C61,27745,
江,2115,6C5F,27743,
池,2116,6C60,27744,
汐,2117,6C50,27728,
汕,2118,6C55,27733,
汝,2119,6C5D,27741,
汞,2120,6C5E,27742,
沁,2121,6C81,27777,
沈,2122,6C88,27784,
求,2123,6C42,27714,
沅,2124,6C85,27781,
沛,2125,6C9B,27803,
汪,2126,6C6A,27754,
決,2127,6C7A,27770,
沐,2128,6C90,27792,
汰,2129,6C70,27760,
沌,2130,6C8C,27788,
沙,2131,6C99,27801,
汨,2132,6C68,27752,
沖,2133,6C96,27798,
沒,2134,6C92,27794,
汽,2135,6C7D,27773,
沃,2136,6C83,27779,
汲,2137,6C72,27762,
汾,2138,6C7E,27774,
泣,2139,6CE3,27875,
注,2140,6CE8,27880,
泳,2141,6CF3,27891,
沱,2142,6CB1,27825,
泌,2143,6CCC,27852,
泥,2144,6CE5,27877,
河,2145,6CB3,27827,
沽,2146,6CBD,27837,
泄,2147,6CC4,27844,⿰氵世
洩,2147V,6D29,27945,⿰氵曳
沼,2148,6CBC,27836,
沫,2149,6CAB,27819,
法,2150,6CD5,27861,
泓,2151,6CD3,27859,
沸,2152,6CB8,27832,
泱,2153,6CF1,27889,
沾,2154,6CBE,27838,
油,2155,6CB9,27833,
況,2156,6CC1,27841,
沮,2157,6CAE,27822,
泗,2158,6CD7,27863,
泅,2159,6CC5,27845,
泊,2160,6CCA,27850,
波,2161,6CE2,27874,
沿,2162,6CBF,27839,
治,2163,6CBB,27835,
泡,2164,6CE1,27873,
泛,2165,6CDB,27867,
泉,2166,6CC9,27849,
洛,2167,6D1B,27931,
洋,2168,6D0B,27915,
洲,2169,6D32,27954,
洪,2170,6D2A,27946,
津,2171,6D25,27941,
洱,2172,6D31,27953,
洞,2173,6D1E,27934,
洗,2174,6D17,27927,
活,2175,6D3B,27963,
洽,2176,6D3D,27965,
派,2177,6D3E,27966,
洶,2178,6D36,27958,
泰,2179,6CF0,27888,
涌,2180,6D8C,28044,
流,2181,6D41,27969,
浪,2182,6D6A,28010,
涕,2183,6D95,28053,
涇,2184,6D87,28039,
浦,2185,6D66,28006,
浸,2186,6D78,28024,
浙,2187,6D59,27993,
消,2188,6D88,28040,
涓,2189,6D93,28051,
浬,2190,6D6C,28012,
涉,2191,6D89,28041,
海,2192,6D77,28023,
浮,2193,6D6E,28014,
浚,2194,6D5A,27994,
浴,2195,6D74,28020,
浩,2196,6D69,28009,
涎,2197,6D8E,28046,
涼,2198,6DBC,28092,
淳,2199,6DF3,28147,
淙,2200,6DD9,28121,
液,2201,6DB2,28082,
淡,2202,6DE1,28129,
淤,2203,6DE4,28132,
淚,2204,6DDA,28122,
深,2205,6DF1,28145,
淺,2206,6DFA,28154,
清,2207,6E05,28165,
淇,2208,6DC7,28103,
淋,2209,6DCB,28107,
涯,2210,6DAF,28079,
涮,2211,6DAE,28078,
淞,2212,6DDE,28126,
淹,2213,6DF9,28153,
淅,2214,6DC5,28101,
淒,2215,6DD2,28114,
渚,2216,6E1A,28186,
涵,2217,6DB5,28085,
添,2218,6DFB,28155,
淌,2219,6DCC,28108,
淑,2220,6DD1,28113,
涸,2221,6DB8,28088,
混,2222,6DF7,28151,
淵,2223,6DF5,28149,
淫,2224,6DEB,28139,
淘,2225,6DD8,28120,
淪,2226,6DEA,28138,
淮,2227,6DEE,28142,
淨,2228,6DE8,28136,
淆,2229,6DC6,28102,
淄,2230,6DC4,28100,
游,2231,6E38,28216,
湔,2232,6E54,28244,
渡,2233,6E21,28193,
渲,2234,6E32,28210,
渾,2235,6E3E,28222,
港,2236,6E2F,28207,
湧,2237,6E67,28263,
湊,2238,6E4A,28234,
渠,2239,6E20,28192,
渥,2240,6E25,28197,
渣,2241,6E23,28195,
湛,2242,6E5B,28251,
湘,2243,6E58,28248,
渤,2244,6E24,28196,
湖,2245,6E56,28246,
湮,2246,6E6E,28270,
溉,2247,6E89,28297,
渭,2248,6E2D,28205,
渦,2249,6E26,28198,
湯,2250,6E6F,28271,
渴,2251,6E34,28212,
湍,2252,6E4D,28237,
渺,2253,6E3A,28218,
測,2254,6E2C,28204,
減,2255,6E1B,28187,
湃,2256,6E43,28227,
渝,2257,6E1D,28189,
渙,2258,6E19,28185,
温,2259,6E29,28201,
溯,2260,6EAF,28335,
滓,2261,6ED3,28371,
溶,2262,6EB6,28342,
滂,2263,6EC2,28354,
溢,2264,6EA2,28322,
源,2265,6E90,28304,
溝,2266,6E9D,28317,
滇,2267,6EC7,28359,
滅,2268,6EC5,28357,
溥,2269,6EA5,28325,
溘,2270,6E98,28312,
溼,2271,6EBC,28348,
濕,2271V,6FD5,28629,
溺,2272,6EBA,28346,
滋,2273,6ECB,28363,
滑,2274,6ED1,28369,
準,2275,6E96,28310,
溜,2276,6E9C,28316,
滄,2277,6EC4,28356,
滔,2278,6ED4,28372,
溪,2279,6EAA,28330,
漳,2280,6F33,28467,
演,2281,6F14,28436,
滾,2282,6EFE,28414,
漓,2283,6F13,28435,
滴,2284,6EF4,28404,
漩,2285,6F29,28457,
漾,2286,6F3E,28478,
滬,2287,6EEC,28396,
漬,2288,6F2C,28460,
漏,2289,6F0F,28431,
漂,2290,6F02,28418,
漢,2291,6F22,28450,
滿,2292,6EFF,28415,
滯,2293,6EEF,28399,
漆,2294,6F06,28422,
漱,2295,6F31,28465,
漸,2296,6F38,28472,
漲,2297,6F32,28466,
漣,2298,6F23,28451,
漕,2299,6F15,28437,
漠,2300,6F20,28448,
漫,2301,6F2B,28459,
滌,2302,6ECC,28364,
漪,2303,6F2A,28458,
漁,2304,6F01,28417,
滲,2305,6EF2,28402,
漿,2306,6F3F,28479,
澈,2307,6F88,28552,
潼,2308,6F7C,28540,
澄,2309,6F84,28548,
潑,2310,6F51,28497,
潦,2311,6F66,28518,
潔,2312,6F54,28500,
澆,2313,6F86,28550,
潭,2314,6F6D,28525,
潛,2315,6F5B,28507,
潸,2316,6F78,28536,
潮,2317,6F6E,28526,
澎,2318,6F8E,28558,
潺,2319,6F7A,28538,
潤,2320,6F64,28516,
澗,2321,6F97,28567,
潰,2322,6F70,28528,
潘,2323,6F58,28504,
濂,2324,6FC2,28610,
澱,2325,6FB1,28593,
澡,2326,6FA1,28577,
濃,2327,6FC3,28611,
澤,2328,6FA4,28580,
濁,2329,6FC1,28609,
澧,2330,6FA7,28583,
澳,2331,6FB3,28595,
激,2332,6FC0,28608,
澹,2333,6FB9,28601,
濘,2334,6FD8,28632,
濱,2335,6FF1,28657,
濟,2336,6FDF,28639,
濠,2337,6FE0,28640,
濤,2338,6FE4,28644,
濫,2339,6FEB,28651,
濯,2340,6FEF,28655,
澀,2341,6F80,28544,
濡,2342,6FE1,28641,
濛,2343,6FDB,28635,
濬,2344,6FEC,28652,
瀉,2345,7009,28681,
瀋,2346,700B,28683,
瀆,2347,7006,28678,
濾,2348,6FFE,28670,
濺,2349,6FFA,28666,
瀑,2350,7011,28689,
瀏,2351,700F,28687,
瀛,2352,701B,28699,
瀨,2353,7028,28712,
瀚,2354,701A,28698,
瀝,2355,701D,28701,
瀕,2356,7015,28693,
瀟,2357,701F,28703,
瀾,2358,703E,28734,
瀰,2359,7030,28720,
灌,2360,704C,28748,
灑,2361,7051,28753,
灘,2362,7058,28760,
灣,2363,7063,28771,
火,2364,706B,28779,
灰,2365,7070,28784,
灶,2366,7076,28790,⿰火土
竈,2366V,7AC8,31432,⿱𥤧黽
灼,2367,707C,28796,
災,2368,707D,28797,
灸,2369,7078,28792,
炕,2370,7095,28821,
炎,2371,708E,28814,
炒,2372,7092,28818,
炊,2373,708A,28810,
炙,2374,7099,28825,
炫,2375,70AB,28843,
為,2376,70BA,28858,
爲,2376V,7232,29234,
炳,2377,70B3,28851,
炬,2378,70AC,28844,
炯,2379,70AF,28847,
炭,2380,70AD,28845,
炸,2381,70B8,28856,
炮,2382,70AE,28846,
烊,2383,70CA,28874,
烘,2384,70D8,28888,
烤,2385,70E4,28900,
烈,2386,70C8,28872,
烙,2387,70D9,28889,
烏,2388,70CF,28879,
烹,2389,70F9,28921,
焊,2390,710A,28938,
焉,2391,7109,28937,
烽,2392,70FD,28925,
焙,2393,7119,28953,
焚,2394,711A,28954,
煮,2395,716E,29038,
焦,2396,7126,28966,
焰,2397,7130,28976,
無,2398,7121,28961,
然,2399,7136,28982,
煎,2400,714E,29006,
煙,2401,7159,29017,⿰火垔
烟,2401V,70DF,28895,⿰火因
煩,2402,7169,29033,
煤,2403,7164,29028,
煉,2404,7149,29001,
照,2405,7167,29031,
煜,2406,715C,29020,
煬,2407,716C,29036,
煨,2408,7168,29032,
煦,2409,7166,29030,
煌,2410,714C,29004,
煥,2411,7165,29029,
煞,2412,715E,29022,
熔,2413,7194,29076,
煽,2414,717D,29053,
熙,2415,7199,29081,
熊,2416,718A,29066,
熄,2417,7184,29060,
熟,2418,719F,29087,
熬,2419,71AC,29100,
熱,2420,71B1,29105,
熨,2421,71A8,29096,
熾,2422,71BE,29118,
燉,2423,71C9,29129,
燐,2424,71D0,29136,
燙,2425,71D9,29145,
燒,2426,71D2,29138,
燈,2427,71C8,29128,
燕,2428,71D5,29141,
熹,2429,71B9,29113,
燎,2430,71CE,29134,
燜,2431,71DC,29148,
燃,2432,71C3,29123,
燄,2433,71C4,29124,
燧,2434,71E7,29159,
營,2435,71DF,29151,
燮,2436,71EE,29166,
燦,2437,71E6,29158,
燥,2438,71E5,29157,
燭,2439,71ED,29165,
燬,2440,71EC,29164,
燴,2441,71F4,29172,
燻,2442,71FB,29179,
爆,2443,7206,29190,
爍,2444,720D,29197,
爐,2445,7210,29200,
爛,2446,721B,29211,
爨,2447,7228,29224,
爪,2448,722A,29226,
爬,2449,722C,29228,
爭,2450,722D,29229,
爰,2451,7230,29232,
爵,2452,7235,29237,
父,2453,7236,29238,
爸,2454,7238,29240,
爹,2455,7239,29241,
爺,2456,723A,29242,
爻,2457,723B,29243,
爽,2458,723D,29245,
爾,2459,723E,29246,
牀,2460,7240,29248,
牆,2461,7246,29254,
片,2462,7247,29255,
版,2463,7248,29256,
牌,2464,724C,29260,
牒,2465,7252,29266,
牖,2466,7256,29270,
牘,2467,7258,29272,
牙,2468,7259,29273,
牛,2469,725B,29275,
牟,2470,725F,29279,
牝,2471,725D,29277,
牢,2472,7262,29282,
牡,2473,7261,29281,
牠,2474,7260,29280,
牧,2475,7267,29287,
物,2476,7269,29289,
牲,2477,7272,29298,
牯,2478,726F,29295,
牴,2479,7274,29300,
特,2480,7279,29305,
牽,2481,727D,29309,
犁,2482,7281,29313,
犄,2483,7284,29316,
犀,2484,7280,29312,
犒,2485,7292,29330,
犖,2486,7296,29334,
犛,2487,729B,29339,
犢,2488,72A2,29346,
犧,2489,72A7,29351,
犬,2490,72AC,29356,
犯,2491,72AF,29359,
狄,2492,72C4,29380,
狂,2493,72C2,29378,
狀,2494,72C0,29376,
狎,2495,72CE,29390,
狙,2496,72D9,29401,
狗,2497,72D7,29399,
狐,2498,72D0,29392,
狩,2499,72E9,29417,
狡,2500,72E1,29409,
狠,2501,72E0,29408,
狼,2502,72FC,29436,
狹,2503,72F9,29433,
狽,2504,72FD,29437,
狸,2505,72F8,29432,⿰犭里
貍,2505V,8C8D,35981,⿰豸里
狷,2506,72F7,29431,
猜,2507,731C,29468,
猛,2508,731B,29467,
猖,2509,7316,29462,
猙,2510,7319,29465,
猶,2511,7336,29494,
猥,2512,7325,29477,
猩,2513,7329,29481,
猴,2514,7334,29492,
猷,2515,7337,29495,
猿,2516,733F,29503,
猾,2517,733E,29502,
獅,2518,7345,29509,
獄,2519,7344,29508,
獐,2520,7350,29520,
獎,2521,734E,29518,
獗,2522,7357,29527,
獨,2523,7368,29544,
獰,2524,7370,29552,
獲,2525,7372,29554,
獷,2526,7377,29559,
獵,2527,7375,29557,
獸,2528,7378,29560,
獺,2529,737A,29562,
獻,2530,737B,29563,
玀,2531,7380,29568,
玄,2532,7384,29572,
率,2533,7387,29575,
王,2534,738B,29579,
玉,2535,7389,29577,
玖,2536,7396,29590,
玟,2537,739F,29599,
玩,2538,73A9,29609,
玫,2539,73AB,29611,
玷,2540,73B7,29623,
珊,2541,73CA,29642,
玻,2542,73BB,29627,
玲,2543,73B2,29618,
珍,2544,73CD,29645,
珀,2545,73C0,29632,
玳,2546,73B3,29619,
班,2547,73ED,29677,
珮,2548,73EE,29678,
珠,2549,73E0,29664,
琉,2550,7409,29705,
琅,2551,7405,29701,
琊,2552,740A,29706,
球,2553,7403,29699,
理,2554,7406,29702,
現,2555,73FE,29694,
琺,2556,743A,29754,
琪,2557,742A,29738,
琳,2558,7433,29747,
琢,2559,7422,29730,
琵,2560,7435,29749,
琶,2561,7436,29750,
琥,2562,7425,29733,
琴,2563,7434,29748,
琦,2564,7426,29734,
瑯,2565,746F,29807,
瑁,2566,7441,29761,
琿,2567,743F,29759,
瑚,2568,745A,29786,
瑕,2569,7455,29781,
瑟,2570,745F,29791,
瑞,2571,745E,29790,
瑛,2572,745B,29787,
瑙,2573,7459,29785,
瑜,2574,745C,29788,
瑰,2575,7470,29808,
瑪,2576,746A,29802,
瑣,2577,7463,29795,
瑤,2578,7464,29796,
瑩,2579,7469,29801,
璋,2580,748B,29835,
璃,2581,7483,29827,
璜,2582,749C,29852,
璣,2583,74A3,29859,
環,2584,74B0,29872,
璦,2585,74A6,29862,
璧,2586,74A7,29863,
璽,2587,74BD,29885,
瓊,2588,74CA,29898,
瓏,2589,74CF,29903,
瓜,2590,74DC,29916,
瓠,2591,74E0,29920,
瓢,2592,74E2,29922,
瓣,2593,74E3,29923,
瓦,2594,74E6,29926,
瓶,2595,74F6,29942,
瓷,2596,74F7,29943,
甄,2597,7504,29956,
甌,2598,750C,29964,
甕,2599,7515,29973,
甘,2600,7518,29976,
甚,2601,751A,29978,
甜,2602,751C,29980,
生,2603,751F,29983,
產,2604,7522,29986,
甦,2605,7526,29990,
甥,2606,7525,29989,
用,2607,7528,29992,
甩,2608,7529,29993,
甬,2609,752C,29996,
甫,2610,752B,29995,
甭,2611,752D,29997,
田,2612,7530,30000,
由,2613,7531,30001,
甲,2614,7532,30002,
申,2615,7533,30003,
男,2616,7537,30007,
甸,2617,7538,30008,
畏,2618,754F,30031,
界,2619,754C,30028,
畔,2620,7554,30036,
畝,2621,755D,30045,
畜,2622,755C,30044,
畚,2623,755A,30042,
留,2624,7559,30041,
畦,2625,7566,30054,
異,2626,7570,30064,
略,2627,7565,30053,⿰田各
畧,2627V,7567,30055,⿱田各
畢,2628,7562,30050,
畫,2629,756B,30059,
番,2630,756A,30058,
畸,2631,7578,30072,
當,2632,7576,30070,
疇,2633,7587,30087,
疆,2634,7586,30086,
疊,2635,758A,30090,
疋,2636,758B,30091,
疏,2637,758F,30095,⿰𤴔㐬
疎,2637V,758E,30094,⿰𤴔束
疑,2638,7591,30097,
疝,2639,759D,30109,
疙,2640,7599,30105,
疚,2641,759A,30106,
疤,2642,75A4,30116,
疫,2643,75AB,30123,
疥,2644,75A5,30117,
疾,2645,75BE,30142,
病,2646,75C5,30149,
症,2647,75C7,30151,
疳,2648,75B3,30131,
疽,2649,75BD,30141,
疲,2650,75B2,30130,
疼,2651,75BC,30140,
疹,2652,75B9,30137,
痔,2653,75D4,30164,
痕,2654,75D5,30165,
疵,2655,75B5,30133,
痊,2656,75CA,30154,
痛,2657,75DB,30171,
痣,2658,75E3,30179,
痙,2659,75D9,30169,
痘,2660,75D8,30168,
痞,2661,75DE,30174,
痢,2662,75E2,30178,
瘀,2663,7600,30208,
痰,2664,75F0,30192,
瘁,2665,7601,30209,
痳,2666,75F3,30195,
痱,2667,75F1,30193,
痺,2668,75FA,30202,
痿,2669,75FF,30207,
痴,2670,75F4,30196,⿸疒知
癡,2670V,7661,30305,⿸疒疑
瘧,2671,7627,30247,
瘍,2672,760D,30221,
瘋,2673,760B,30219,
瘉,2674,7609,30217,⿸疒俞
癒,2674V,7652,30290,⿸疒愈
瘓,2675,7613,30227,
瘦,2676,7626,30246,
瘟,2677,761F,30239,
瘩,2678,7629,30249,
瘠,2679,7620,30240,
瘤,2680,7624,30244,
瘡,2681,7621,30241,
瘴,2682,7634,30260,
瘸,2683,7638,30264,
癆,2684,7646,30278,
癌,2685,764C,30284,
療,2686,7642,30274,
癖,2687,7656,30294,
癘,2688,7658,30296,
癢,2689,7662,30306,
癥,2690,7665,30309,
癩,2691,7669,30313,
癮,2692,766E,30318,
癬,2693,766C,30316,
癱,2694,7671,30321,
癲,2695,7672,30322,
癸,2696,7678,30328,
登,2697,767B,30331,
發,2698,767C,30332,
白,2699,767D,30333,
百,2700,767E,30334,
皂,2701,7682,30338,
的,2702,7684,30340,
皇,2703,7687,30343,
皆,2704,7686,30342,
皈,2705,7688,30344,
皎,2706,768E,30350,
皖,2707,7696,30358,
皓,2708,7693,30355,
皚,2709,769A,30362,
皮,2710,76AE,30382,
皰,2711,76B0,30384,
皴,2712,76B4,30388,
皺,2713,76BA,30394,
皿,2714,76BF,30399,
盂,2715,76C2,30402,
盈,2716,76C8,30408,
盃,2717,76C3,30403,
盆,2718,76C6,30406,
益,2719,76CA,30410,
盍,2720,76CD,30413,
盎,2721,76CE,30414,
盔,2722,76D4,30420,
盛,2723,76DB,30427,
盒,2724,76D2,30418,
盜,2725,76DC,30428,
盞,2726,76DE,30430,
盟,2727,76DF,30431,
盡,2728,76E1,30433,
監,2729,76E3,30435,
盤,2730,76E4,30436,
盧,2731,76E7,30439,
盥,2732,76E5,30437,
盪,2733,76EA,30442,
目,2734,76EE,30446,
盯,2735,76EF,30447,
盲,2736,76F2,30450,
直,2737,76F4,30452,
盹,2738,76F9,30457,
相,2739,76F8,30456,
眉,2740,7709,30473,
省,2741,7701,30465,
看,2742,770B,30475,
盾,2743,76FE,30462,
盼,2744,76FC,30460,
眩,2745,7729,30505,
真,2746,771F,30495,
眠,2747,7720,30496,
眨,2748,7728,30504,
眷,2749,7737,30519,
眼,2750,773C,30524,
眶,2751,7736,30518,
眾,2752,773E,30526,
眸,2753,7738,30520,
眺,2754,773A,30522,
着,2755,7740,30528,
睏,2756,774F,30543,
睛,2757,775B,30555,
睫,2758,776B,30571,
睦,2759,7766,30566,
睞,2760,775E,30558,
睹,2761,7779,30585,
督,2762,7763,30563,
睬,2763,776C,30572,
睜,2764,775C,30556,
睥,2765,7765,30565,
睨,2766,7768,30568,
睽,2767,777D,30589,
瞄,2768,7784,30596,
睿,2769,777F,30591,
睾,2770,777E,30590,
睪,2770V,776A,30570,
睡,2771,7761,30561,
瞎,2772,778E,30606,
瞇,2773,7787,30599,
瞑,2774,7791,30609,
瞌,2775,778C,30604,
瞞,2776,779E,30622,
瞟,2777,779F,30623,
瞠,2778,77A0,30624,
瞥,2779,77A5,30629,
瞳,2780,77B3,30643,
瞪,2781,77AA,30634,
瞰,2782,77B0,30640,
瞭,2783,77AD,30637,
瞬,2784,77AC,30636,
瞧,2785,77A7,30631,
瞽,2786,77BD,30653,
瞿,2787,77BF,30655,
瞻,2788,77BB,30651,
矇,2789,77C7,30663,
矓,2790,77D3,30675,
矗,2791,77D7,30679,
矚,2792,77DA,30682,
矛,2793,77DB,30683,
矜,2794,77DC,30684,
矢,2795,77E2,30690,
矣,2796,77E3,30691,
知,2797,77E5,30693,
矩,2798,77E9,30697,
短,2799,77ED,30701,
矮,2800,77EE,30702,
矯,2801,77EF,30703,
石,2802,77F3,30707,
矽,2803,77FD,30717,
研,2804,7814,30740,
砌,2805,780C,30732,
砂,2806,7802,30722,
砍,2807,780D,30733,
砰,2808,7830,30768,
砸,2809,7838,30776,
砝,2810,781D,30749,
砧,2811,7827,30759,
破,2812,7834,30772,
砥,2813,7825,30757,
砭,2814,782D,30765,
砲,2815,7832,30770,
硃,2816,7843,30787,
硫,2817,786B,30827,
硬,2818,786C,30828,
硝,2819,785D,30813,
硯,2820,786F,30831,
碎,2821,788E,30862,
碰,2822,78B0,30896,
碗,2823,7897,30871,
碘,2824,7898,30872,
碌,2825,788C,30860,
碉,2826,7889,30857,
硼,2827,787C,30844,
碑,2828,7891,30865,
碟,2829,789F,30879,
碧,2830,78A7,30887,
碩,2831,78A9,30889,
碳,2832,78B3,30899,
磋,2833,78CB,30923,
磅,2834,78C5,30917,
確,2835,78BA,30906,
磁,2836,78C1,30913,
磊,2837,78CA,30922,
碾,2838,78BE,30910,
磕,2839,78D5,30933,
碼,2840,78BC,30908,
磐,2841,78D0,30928,
磨,2842,78E8,30952,
磚,2843,78DA,30938,
磬,2844,78EC,30956,
磷,2845,78F7,30967,
磺,2846,78FA,30970,
磴,2847,78F4,30964,
磯,2848,78EF,30959,
礁,2849,7901,30977,
礎,2850,790E,30990,
礙,2851,7919,31001,
礦,2852,7926,31014,
礪,2853,792A,31018,
礬,2854,792C,31020,
礫,2855,792B,31019,
示,2856,793A,31034,
社,2857,793E,31038,
祀,2858,7940,31040,
祁,2859,7941,31041,
祆,2860,7946,31046,
祉,2861,7949,31049,
祈,2862,7948,31048,
祇,2863,7947,31047,
祕,2864,7955,31061,
祠,2865,7960,31072,
祝,2866,795D,31069,
祐,2867,7950,31056,
祖,2868,7956,31062,
神,2869,795E,31070,
祚,2870,795A,31066,
祗,2871,7957,31063,
祟,2872,795F,31071,
祥,2873,7965,31077,
票,2874,7968,31080,
祭,2875,796D,31085,
視,2876,8996,35222,
祺,2877,797A,31098,
祿,2878,797F,31103,
禁,2879,7981,31105,
禎,2880,798E,31118,
福,2881,798F,31119,
禍,2882,798D,31117,
禦,2883,79A6,31142,
禧,2884,79A7,31143,
禪,2885,79AA,31146,
禮,2886,79AE,31150,
禱,2887,79B1,31153,
禹,2888,79B9,31161,
萬,2889,842C,33836,
禽,2890,79BD,31165,
禾,2891,79BE,31166,
私,2892,79C1,31169,
秀,2893,79C0,31168,
禿,2894,79BF,31167,
秉,2895,79C9,31177,
科,2896,79D1,31185,
秒,2897,79D2,31186,
秋,2898,79CB,31179,
秤,2899,79E4,31204,
秣,2900,79E3,31203,
秦,2901,79E6,31206,
秧,2902,79E7,31207,
租,2903,79DF,31199,
秩,2904,79E9,31209,
移,2905,79FB,31227,
税,2906,7A0E,31246,⿰禾⿱丷兄
稅,2906V,7A05,31237,⿰禾⿱八兄
稍,2907,7A0D,31245,
稈,2908,7A08,31240,
程,2909,7A0B,31243,
稀,2910,7A00,31232,
稜,2911,7A1C,31260,
稟,2912,7A1F,31263,
稚,2913,7A1A,31258,
稠,2914,7A20,31264,
稔,2915,7A14,31252,
種,2916,7A2E,31278,
稱,2917,7A31,31281,
稿,2918,7A3F,31295,
稼,2919,7A3C,31292,
穀,2920,7A40,31296,
稽,2921,7A3D,31293,
稷,2922,7A37,31287,
稻,2923,7A3B,31291,
積,2924,7A4D,31309,
穎,2925,7A4E,31310,
穆,2926,7A46,31302,
穌,2927,7A4C,31308,
穗,2928,7A57,31319,
穡,2929,7A61,31329,
穢,2930,7A62,31330,
穫,2931,7A6B,31339,
穩,2932,7A69,31337,
穴,2933,7A74,31348,
究,2934,7A76,31350,
空,2935,7A7A,31354,
穹,2936,7A79,31353,
穿,2937,7A7F,31359,
突,2938,7A81,31361,
窄,2939,7A84,31364,
窈,2940,7A88,31368,
窒,2941,7A92,31378,
窕,2942,7A95,31381,
窘,2943,7A98,31384,
窗,2944,7A97,31383,
窖,2945,7A96,31382,
窟,2946,7A9F,31391,
窠,2947,7AA0,31392,
窪,2948,7AAA,31402,
窩,2949,7AA9,31401,
窯,2950,7AAF,31407,
窮,2951,7AAE,31406,
窺,2952,7ABA,31418,
竄,2953,7AC4,31428,
竅,2954,7AC5,31429,
竇,2955,7AC7,31431,
竊,2956,7ACA,31434,
立,2957,7ACB,31435,
站,2958,7AD9,31449,
童,2959,7AE5,31461,
竣,2960,7AE3,31459,
竭,2961,7AED,31469,
端,2962,7AEF,31471,
競,2963,7AF6,31478,
竹,2964,7AF9,31481,
竺,2965,7AFA,31482,
竿,2966,7AFF,31487,
竽,2967,7AFD,31485,
笆,2968,7B06,31494,
笑,2969,7B11,31505,
笠,2970,7B20,31520,
笨,2971,7B28,31528,
第,2972,7B2C,31532,
笛,2973,7B1B,31515,
符,2974,7B26,31526,
笙,2975,7B19,31513,
笞,2976,7B1E,31518,
等,2977,7B49,31561,
策,2978,7B56,31574,
筆,2979,7B46,31558,
筐,2980,7B50,31568,
筒,2981,7B52,31570,
答,2982,7B54,31572,
筍,2983,7B4D,31565,
筋,2984,7B4B,31563,
筏,2985,7B4F,31567,
筷,2986,7B77,31607,
節,2987,7BC0,31680,
筠,2988,7B60,31584,
管,2989,7BA1,31649,
箔,2990,7B94,31636,
箕,2991,7B95,31637,
箋,2992,7B8B,31627,
筵,2993,7B75,31605,
箝,2994,7B9D,31645,
算,2995,7B97,31639,
箏,2996,7B8F,31631,
箭,2997,7BAD,31661,
篇,2998,7BC7,31687,
箱,2999,7BB1,31665,
範,3000,7BC4,31684,
箴,3001,7BB4,31668,
篆,3002,7BC6,31686,
篁,3003,7BC1,31681,
篙,3004,7BD9,31705,
築,3005,7BC9,31689,
篤,3006,7BE4,31716,
篡,3007,7BE1,31713,
篩,3008,7BE9,31721,
簇,3009,7C07,31751,
簍,3010,7C0D,31757,
篾,3011,7BFE,31742,
篷,3012,7BF7,31735,
簧,3013,7C27,31783,
簪,3014,7C2A,31786,
簡,3015,7C21,31777,
簞,3016,7C1E,31774,
簣,3017,7C23,31779,
簫,3018,7C2B,31787,
簾,3019,7C3E,31806,
簿,3020,7C3F,31807,
簸,3021,7C38,31800,
簽,3022,7C3D,31805,
簷,3023,7C37,31799,
籃,3024,7C43,31811,
籌,3025,7C4C,31820,
籍,3026,7C4D,31821,
籟,3027,7C5F,31839,
籠,3028,7C60,31840,
籤,3029,7C64,31844,
籬,3030,7C6C,31852,
籮,3031,7C6E,31854,
籲,3032,7C72,31858,
米,3033,7C73,31859,
粉,3034,7C89,31881,
粒,3035,7C92,31890,
粗,3036,7C97,31895,
粕,3037,7C95,31893,
粟,3038,7C9F,31903,
粥,3039,7CA5,31909,
粱,3040,7CB1,31921,
粳,3041,7CB3,31923,
粵,3042,7CB5,31925,
粹,3043,7CB9,31929,
粽,3044,7CBD,31933,⿰米宗
糉,3044V,7CC9,31945,⿰米㚇
精,3045,7CBE,31934,
糊,3046,7CCA,31946,
糕,3047,7CD5,31957,
糖,3048,7CD6,31958,
