han,hex,dec
独,72EC,29420
堵,5835,22581
赌,8D4C,36172
杜,675C,26460
肚,809A,32922
度,5EA6,24230
渡,6E21,28193
端,7AEF,31471
短,77ED,30701
段,6BB5,27573
断,65AD,26029
锻,953B,38203
堆,5806,22534
队,961F,38431
对,5BF9,23545
吨,5428,21544
敦,6566,25958
蹲,8E72,36466
盾,76FE,30462
顿,987F,39039
多,591A,22810
夺,593A,22842
朵,6735,26421
躲,8EB2,36530
俄,4FC4,20420
鹅,9E45,40517
额,989D,39069
恶,6076,24694
饿,997F,39295
鳄,9CC4,40132
恩,6069,24681
儿,513F,20799
而,800C,32780
尔,5C14,23572
耳,8033,32819
二,4E8C,20108
发,53D1,21457
乏,4E4F,20047
伐,4F10,20240
罚,7F5A,32602
阀,9600,38400
法,6CD5,27861
帆,5E06,24070
番,756A,30058
翻,7FFB,32763
凡,51E1,20961
烦,70E6,28902
繁,7E41,32321
反,53CD,21453
返,8FD4,36820
犯,72AF,29359
泛,6CDB,27867
饭,996D,39277
范,8303,33539
贩,8D29,36137
方,65B9,26041
坊,574A,22346
芳,82B3,33459
防,9632,38450
妨,59A8,22952
房,623F,25151
肪,80AA,32938
仿,4EFF,20223
访,8BBF,35775
纺,7EBA,32442
放,653E,25918
飞,98DE,39134
非,975E,38750
啡,5561,21857
菲,83F2,33778
肥,80A5,32933
废,5E9F,24223
沸,6CB8,27832
肺,80BA,32954
费,8D39,36153
分,5206,20998
纷,7EB7,32439
芬,82AC,33452
坟,575F,22367
粉,7C89,31881
份,4EFD,20221
奋,594B,22859
愤,6124,24868
粪,7CAA,31914
丰,4E30,20016
风,98CE,39118
枫,67AB,26539
封,5C01,23553
疯,75AF,30127
峰,5CF0,23792
锋,950B,38155
蜂,8702,34562
冯,51AF,20911
逢,9022,36898
缝,7F1D,32541
凤,51E4,20964
奉,5949,22857
佛,4F5B,20315
否,5426,21542
夫,592B,22827
肤,80A4,32932
孵,5B75,23413
弗,5F17,24343
伏,4F0F,20239
扶,6276,25206
服,670D,26381
浮,6D6E,28014
符,7B26,31526
幅,5E45,24133
福,798F,31119
辐,8F90,36752
蝠,8760,34656
抚,629A,25242
府,5E9C,24220
辅,8F85,36741
腐,8150,33104
父,7236,29238
付,4ED8,20184
妇,5987,22919
负,8D1F,36127
附,9644,38468
复,590D,22797
赴,8D74,36212
副,526F,21103
傅,5085,20613
富,5BCC,23500
赋,8D4B,36171
腹,8179,33145
覆,8986,35206
该,8BE5,35813
改,6539,25913
钙,9499,38041
盖,76D6,30422
溉,6E89,28297
概,6982,27010
干,5E72,24178
甘,7518,29976
杆,6746,26438
肝,809D,32925
赶,8D76,36214
敢,6562,25954
感,611F,24863
刚,521A,21018
岗,5C97,23703
纲,7EB2,32434
缸,7F38,32568
钢,94A2,38050
港,6E2F,28207
高,9AD8,39640
搞,641E,25630
稿,7A3F,31295
告,544A,21578
戈,6208,25096
哥,54E5,21733
胳,80F3,33011
鸽,9E3D,40509
割,5272,21106
歌,6B4C,27468
阁,9601,38401
革,9769,38761
格,683C,26684
葛,845B,33883
隔,9694,38548
个,4E2A,20010
各,5404,21508
给,7ED9,32473
根,6839,26681
跟,8DDF,36319
更,66F4,26356
耕,8015,32789
工,5DE5,24037
弓,5F13,24339
公,516C,20844
功,529F,21151
攻,653B,25915
供,4F9B,20379
宫,5BAB,23467
恭,606D,24685
巩,5DE9,24041
拱,62F1,25329
共,5171,20849
贡,8D21,36129
勾,52FE,21246
沟,6C9F,27807
钩,94A9,38057
狗,72D7,29399
构,6784,26500
购,8D2D,36141
够,591F,22815
估,4F30,20272
咕,5495,21653
姑,59D1,22993
孤,5B64,23396
菇,83C7,33735
古,53E4,21476
谷,8C37,35895
股,80A1,32929
骨,9AA8,39592
鼓,9F13,40723
固,56FA,22266
故,6545,25925
顾,987E,39038
瓜,74DC,29916
刮,522E,21038
挂,6302,25346
拐,62D0,25296
怪,602A,24618
关,5173,20851
观,89C2,35266
官,5B98,23448
冠,51A0,20896
馆,9986,39302
管,7BA1,31649
贯,8D2F,36143
惯,60EF,24815
灌,704C,28748
罐,7F50,32592
光,5149,20809
广,5E7F,24191
归,5F52,24402
龟,9F9F,40863
规,89C4,35268
硅,7845,30789
轨,8F68,36712
鬼,9B3C,39740
柜,67DC,26588
贵,8D35,36149
桂,6842,26690
滚,6EDA,28378
棍,68CD,26829
郭,90ED,37101
锅,9505,38149
国,56FD,22269
果,679C,26524
裹,88F9,35065
过,8FC7,36807
哈,54C8,21704
孩,5B69,23401
海,6D77,28023
害,5BB3,23475
含,542B,21547
函,51FD,20989
寒,5BD2,23506
韩,97E9,38889
罕,7F55,32597
喊,558A,21898
汉,6C49,27721
汗,6C57,27735
旱,65F1,26097
杭,676D,26477
航,822A,33322
毫,6BEB,27627
豪,8C6A,35946
好,597D,22909
号,53F7,21495
浩,6D69,28009
耗,8017,32791
呵,5475,21621
喝,559D,21917
合,5408,21512
何,4F55,20309
和,548C,21644
河,6CB3,27827
核,6838,26680
荷,8377,33655
盒,76D2,30418
贺,8D3A,36154
褐,8910,35088
赫,8D6B,36203
鹤,9E64,40548
黑,9ED1,40657
嘿,563F,22079
痕,75D5,30165
很,5F88,24456
狠,72E0,29408
恨,6068,24680
哼,54FC,21756
恒,6052,24658
横,6A2A,27178
衡,8861,34913
轰,8F70,36720
哄,54C4,21700
红,7EA2,32418
宏,5B8F,23439
洪,6D2A,27946
虹,8679,34425
鸿,9E3F,40511
侯,4FAF,20399
喉,5589,21897
猴,7334,29492
吼,543C,21564
后,540E,21518
厚,539A,21402
候,5019,20505
乎,4E4E,20046
呼,547C,21628
忽,5FFD,24573
狐,72D0,29392
胡,80E1,32993
壶,58F6,22774
湖,6E56,28246
葫,846B,33899
糊,7CCA,31946
蝴,8774,34676
虎,864E,34382
互,4E92,20114
户,6237,25143
护,62A4,25252
花,82B1,33457
华,534E,21326
哗,54D7,21719
滑,6ED1,28369
化,5316,21270
划,5212,21010
画,753B,30011
话,8BDD,35805
桦,6866,26726
怀,6000,24576
淮,6DEE,28142
坏,574F,22351
欢,6B22,27426
还,8FD8,36824
环,73AF,29615
缓,7F13,32531
幻,5E7B,24187
唤,5524,21796
换,6362,25442
患,60A3,24739
荒,8352,33618
慌,614C,24908
皇,7687,30343
黄,9EC4,40644
煌,714C,29004
晃,6643,26179
灰,7070,28784
恢,6062,24674
挥,6325,25381
辉,8F89,36745
徽,5FBD,24509
回,56DE,22238
毁,6BC1,27585
悔,6094,24724
汇,6C47,27719
会,4F1A,20250
绘,7ED8,32472
惠,60E0,24800
慧,6167,24935
昏,660F,26127
婚,5A5A,23130
浑,6D51,27985
魂,9B42,39746
混,6DF7,28151
活,6D3B,27963
火,706B,28779
伙,4F19,20249
或,6216,25110
货,8D27,36135
获,83B7,33719
祸,7978,31096
惑,60D1,24785
霍,970D,38669
击,51FB,20987
饥,9965,39269
圾,573E,22334
机,673A,26426
肌,808C,32908
鸡,9E21,40481
积,79EF,31215
基,57FA,22522
迹,8FF9,36857
绩,7EE9,32489
激,6FC0,28608
及,53CA,21450
吉,5409,21513
级,7EA7,32423
即,5373,21363
极,6781,26497
急,6025,24613
疾,75BE,30142
集,96C6,38598
辑,8F91,36753
籍,7C4D,31821
几,51E0,20960
己,5DF1,24049
挤,6324,25380
脊,810A,33034
计,8BA1,35745
记,8BB0,35760
纪,7EAA,32426
忌,5FCC,24524
技,6280,25216
际,9645,38469
剂,5242,21058
季,5B63,23395
既,65E2,26082
济,6D4E,27982
继,7EE7,32487
寂,5BC2,23490
寄,5BC4,23492
加,52A0,21152
夹,5939,22841
佳,4F73,20339
家,5BB6,23478
嘉,5609,22025
甲,7532,30002
贾,8D3E,36158
钾,94BE,38078
价,4EF7,20215
驾,9A7E,39550
架,67B6,26550
假,5047,20551
嫁,5AC1,23233
稼,7A3C,31292
尖,5C16,23574
坚,575A,22362
间,95F4,38388
肩,80A9,32937
艰,8270,33392
兼,517C,20860
监,76D1,30417
减,51CF,20943
剪,526A,21098
检,68C0,26816
简,7B80,31616
碱,78B1,30897
见,89C1,35265
件,4EF6,20214
建,5EFA,24314
剑,5251,21073
健,5065,20581
舰,8230,33328
渐,6E10,28176
践,8DF5,36341
鉴,9274,37492
键,952E,38190
箭,7BAD,31661
江,6C5F,27743
姜,59DC,23004
将,5C06,23558
浆,6D46,27974
僵,50F5,20725
疆,7586,30086
讲,8BB2,35762
奖,5956,22870
蒋,848B,33931
匠,5320,21280
降,964D,38477
交,4EA4,20132
郊,90CA,37066
娇,5A07,23047
浇,6D47,27975
骄,9A84,39556
胶,80F6,33014
焦,7126,28966
礁,7901,30977
角,89D2,35282
脚,811A,33050
搅,6405,25605
叫,53EB,21483
轿,8F7F,36735
较,8F83,36739
教,6559,25945
阶,9636,38454
皆,7686,30342
接,63A5,25509
揭,63ED,25581
街,8857,34903
节,8282,33410
劫,52AB,21163
杰,6770,26480
洁,6D01,27905
结,7ED3,32467
捷,6377,25463
截,622A,25130
竭,7AED,31469
姐,59D0,22992
解,89E3,35299
介,4ECB,20171
戒,6212,25106
届,5C4A,23626
界,754C,30028
借,501F,20511
巾,5DFE,24062
今,4ECA,20170
斤,65A4,26020
金,91D1,37329
津,6D25,27941
筋,7B4B,31563
仅,4EC5,20165
紧,7D27,32039
锦,9526,38182
尽,5C3D,23613
劲,52B2,21170
近,8FD1,36817
进,8FDB,36827
晋,664B,26187
浸,6D78,28024
禁,7981,31105
京,4EAC,20140
经,7ECF,32463
茎,830E,33550
惊,60CA,24778
晶,6676,26230
睛,775B,30555
精,7CBE,31934
鲸,9CB8,40120
井,4E95,20117
颈,9888,39048
景,666F,26223
警,8B66,35686
净,51C0,20928
径,5F84,24452
竞,7ADE,31454
竟,7ADF,31455
敬,656C,25964
境,5883,22659
静,9759,38745
镜,955C,38236
纠,7EA0,32416
究,7A76,31350
九,4E5D,20061
久,4E45,20037
酒,9152,37202
旧,65E7,26087
救,6551,25937
就,5C31,23601
舅,8205,33285
居,5C45,23621
局,5C40,23616
菊,83CA,33738
橘,6A58,27224
举,4E3E,20030
矩,77E9,30697
句,53E5,21477
巨,5DE8,24040
拒,62D2,25298
具,5177,20855
俱,4FF1,20465
剧,5267,21095
惧,60E7,24807
据,636E,25454
距,8DDD,36317
聚,805A,32858
卷,5377,21367
倦,5026,20518
决,51B3,20915
绝,7EDD,32477
觉,89C9,35273
掘,6398,25496
嚼,56BC,22204
军,519B,20891
君,541B,21531
均,5747,22343
菌,83CC,33740
俊,4FCA,20426
峻,5CFB,23803
卡,5361,21345
开,5F00,24320
凯,51EF,20975
慨,6168,24936
刊,520A,21002
堪,582A,22570
砍,780D,30733
看,770B,30475
康,5EB7,24247
抗,6297,25239
炕,7095,28821
考,8003,32771
烤,70E4,28900
靠,9760,38752
科,79D1,31185
棵,68F5,26869
颗,9897,39063
壳,58F3,22771
咳,54B3,21683
可,53EF,21487
渴,6E34,28212
克,514B,20811
刻,523B,21051
客,5BA2,23458
课,8BFE,35838
肯,80AF,32943
坑,5751,22353
空,7A7A,31354
孔,5B54,23380
恐,6050,24656
控,63A7,25511
口,53E3,21475
扣,6263,25187
枯,67AF,26543
哭,54ED,21741
苦,82E6,33510
库,5E93,24211
裤,88E4,35044
酷,9177,37239
夸,5938,22840
跨,8DE8,36328
块,5757,22359
快,5FEB,24555
宽,5BBD,23485
款,6B3E,27454
狂,72C2,29378
况,51B5,20917
矿,77FF,30719
亏,4E8F,20111
葵,8475,33909
愧,6127,24871
溃,6E83,28291
昆,6606,26118
困,56F0,22256
扩,6269,25193
括,62EC,25324
阔,9614,38420
垃,5783,22403
拉,62C9,25289
啦,5566,21862
喇,5587,21895
腊,814A,33098
蜡,8721,34593
辣,8FA3,36771
来,6765,26469
莱,83B1,33713
赖,8D56,36182
兰,5170,20848
拦,62E6,25318
栏,680F,26639
蓝,84DD,34013
篮,7BEE,31726
览,89C8,35272
懒,61D2,25042
烂,70C2,28866
滥,6EE5,28389
郎,90CE,37070
狼,72FC,29436
廊,5ECA,24266
朗,6717,26391
浪,6D6A,28010
捞,635E,25438
劳,52B3,21171
牢,7262,29282
老,8001,32769
乐,4E50,20048
勒,52D2,21202
雷,96F7,38647
蕾,857E,34174
泪,6CEA,27882
类,7C7B,31867
累,7D2F,32047
冷,51B7,20919
愣,6123,24867
厘,5398,21400
梨,68A8,26792
离,79BB,31163
莉,8389,33673
犁,7281,29313
璃,7483,29827
黎,9ECE,40654
礼,793C,31036
李,674E,26446
里,91CC,37324
哩,54E9,21737
理,7406,29702
鲤,9CA4,40100
力,529B,21147
历,5386,21382
厉,5389,21385
立,7ACB,31435
丽,4E3D,20029
利,5229,21033
励,52B1,21169
例,4F8B,20363
隶,96B6,38582
粒,7C92,31890
俩,4FE9,20457
连,8FDE,36830
帘,5E18,24088
怜,601C,24604
莲,83B2,33714
联,8054,32852
廉,5EC9,24265
脸,8138,33080
练,7EC3,32451
炼,70BC,28860
恋,604B,24651
链,94FE,38142
良,826F,33391
凉,51C9,20937
梁,6881,26753
粮,7CAE,31918
两,4E24,20004
亮,4EAE,20142
辆,8F86,36742
量,91CF,37327
辽,8FBD,36797
疗,7597,30103
聊,804A,32842
僚,50DA,20698
了,4E86,20102
料,6599,26009
列,5217,21015
劣,52A3,21155
烈,70C8,28872
猎,730E,29454
裂,88C2,35010
邻,90BB,37051
林,6797,26519
临,4E34,20020
淋,6DCB,28107
磷,78F7,30967
灵,7075,28789
玲,73B2,29618
凌,51CC,20940
铃,94C3,38083
陵,9675,38517
羚,7F9A,32666
零,96F6,38646
龄,9F84,40836
领,9886,39046
岭,5CAD,23725
令,4EE4,20196
另,53E6,21478
溜,6E9C,28316
刘,5218,21016
流,6D41,27969
留,7559,30041
硫,786B,30827
瘤,7624,30244
柳,67F3,26611
六,516D,20845
龙,9F99,40857
笼,7B3C,31548
隆,9686,38534
垄,5784,22404
拢,62E2,25314
楼,697C,27004
漏,6F0F,28431
露,9732,38706
卢,5362,21346
芦,82A6,33446
炉,7089,28809
鲁,9C81,40065
陆,9646,38470
录,5F55,24405
鹿,9E7F,40575
碌,788C,30860
路,8DEF,36335
驴,9A74,39540
旅,65C5,26053
铝,94DD,38109
履,5C65,23653
律,5F8B,24459
虑,8651,34385
率,7387,29575
绿,7EFF,32511
氯,6C2F,27695
滤,6EE4,28388
卵,5375,21365
乱,4E71,20081
掠,63A0,25504
略,7565,30053
伦,4F26,20262
轮,8F6E,36718
论,8BBA,35770
罗,7F57,32599
萝,841D,33821
逻,903B,36923
螺,87BA,34746
裸,88F8,35064
洛,6D1B,27931
络,7EDC,32476
骆,9A86,39558
落,843D,33853
妈,5988,22920
麻,9EBB,40635
马,9A6C,39532
玛,739B,29595
码,7801,30721
蚂,8682,34434
骂,9A82,39554
吗,5417,21527
嘛,561B,22043
埋,57CB,22475
买,4E70,20080
迈,8FC8,36808
麦,9EA6,40614
卖,5356,21334
脉,8109,33033
蛮,86EE,34542
满,6EE1,28385
曼,66FC,26364
慢,6162,24930
漫,6F2B,28459
忙,5FD9,24537
芒,8292,33426
盲,76F2,30450
茫,832B,33579
猫,732B,29483
毛,6BDB,27611
矛,77DB,30683
茅,8305,33541
茂,8302,33538
冒,5192,20882
贸,8D38,36152
帽,5E3D,24125
貌,8C8C,35980
么,4E48,20040
没,6CA1,27809
枚,679A,26522
玫,73AB,29611
眉,7709,30473
梅,6885,26757
媒,5A92,23186
煤,7164,29028
霉,9709,38665
每,6BCF,27599
美,7F8E,32654
妹,59B9,22969
门,95E8,38376
闷,95F7,38391
们,4EEC,20204
萌,840C,33804
盟,76DF,30431
猛,731B,29467
蒙,8499,33945
孟,5B5F,23391
梦,68A6,26790
弥,5F25,24357
迷,8FF7,36855
谜,8C1C,35868
米,7C73,31859
泌,6CCC,27852
秘,79D8,31192
密,5BC6,23494
蜜,871C,34588
眠,7720,30496
绵,7EF5,32501
棉,68C9,26825
免,514D,20813
勉,52C9,21193
面,9762,38754
苗,82D7,33495
描,63CF,25551
秒,79D2,31186
妙,5999,22937
庙,5E99,24217
灭,706D,28781
民,6C11,27665
敏,654F,25935
名,540D,21517
明,660E,26126
鸣,9E23,40483
命,547D,21629
摸,6478,25720
模,6A21,27169
膜,819C,33180
摩,6469,25705
磨,78E8,30952
蘑,8611,34321
魔,9B54,39764
抹,62B9,25273
末,672B,26411
沫,6CAB,27819
陌,964C,38476
莫,83AB,33707
漠,6F20,28448
墨,58A8,22696
默,9ED8,40664
谋,8C0B,35851
某,67D0,26576
母,6BCD,27597
亩,4EA9,20137
牡,7261,29281
姆,59C6,22982
拇,62C7,25287
木,6728,26408
目,76EE,30446
牧,7267,29287
墓,5893,22675
幕,5E55,24149
慕,6155,24917
穆,7A46,31302
拿,62FF,25343
哪,54EA,21738
内,5185,20869
那,90A3,37027
纳,7EB3,32435
娜,5A1C,23068
钠,94A0,38048
乃,4E43,20035
奶,5976,22902
奈,5948,22856
耐,8010,32784
男,7537,30007
南,5357,21335
难,96BE,38590
囊,56CA,22218
恼,607C,24700
脑,8111,33041
闹,95F9,38393
呢,5462,21602
嫩,5AE9,23273
能,80FD,33021
尼,5C3C,23612
泥,6CE5,27877
你,4F60,20320
拟,62DF,25311
逆,9006,36870
年,5E74,24180
念,5FF5,24565
娘,5A18,23064
酿,917F,37247
鸟,9E1F,40479
尿,5C3F,23615
捏,634F,25423
您,60A8,24744
宁,5B81,23425
凝,51DD,20957
牛,725B,29275
扭,626D,25197
纽,7EBD,32445
农,519C,20892
浓,6D53,27987
弄,5F04,24324
奴,5974,22900
努,52AA,21162
怒,6012,24594
女,5973,22899
暖,6696,26262
挪,632A,25386
诺,8BFA,35834
哦,54E6,21734
欧,6B27,27431
偶,5076,20598
爬,722C,29228
帕,5E15,24085
怕,6015,24597
拍,62CD,25293
排,6392,25490
牌,724C,29260
派,6D3E,27966
攀,6500,25856
盘,76D8,30424
判,5224,21028
叛,53DB,21467
盼,76FC,30460
庞,5E9E,24222
旁,65C1,26049
胖,80D6,32982
抛,629B,25243
炮,70AE,28846
跑,8DD1,36305
泡,6CE1,27873
胚,80DA,32986
陪,966A,38506
培,57F9,22521
赔,8D54,36180
佩,4F69,20329
配,914D,37197
喷,55B7,21943
盆,76C6,30406
朋,670B,26379
棚,68DA,26842
蓬,84EC,34028
鹏,9E4F,40527
膨,81A8,33192
捧,6367,25447
碰,78B0,30896
批,6279,25209
披,62AB,25259
皮,76AE,30382
疲,75B2,30130
脾,813E,33086
匹,5339,21305
屁,5C41,23617
譬,8B6C,35692
片,7247,29255
偏,504F,20559
篇,7BC7,31687
骗,9A97,39575
漂,6F02,28418
飘,98D8,39128
瓢,74E2,29922
票,7968,31080
拼,62FC,25340
贫,8D2B,36139
频,9891,39057
品,54C1,21697
平,5E73,24179
评,8BC4,35780
凭,51ED,20973
苹,82F9,33529
屏,5C4F,23631
瓶,74F6,29942
萍,840D,33805
坡,5761,22369
泼,6CFC,27900
颇,9887,39047
婆,5A46,23110
迫,8FEB,36843
破,7834,30772
剖,5256,21078
扑,6251,25169
铺,94FA,38138
葡,8461,33889
蒲,84B2,33970
朴,6734,26420
浦,6D66,28006
普,666E,26222
谱,8C31,35889
七,4E03,19971
妻,59BB,22971
栖,6816,26646
戚,621A,25114
期,671F,26399
欺,6B3A,27450
漆,6F06,28422
齐,9F50,40784
其,5176,20854
奇,5947,22855
歧,6B67,27495
骑,9A91,39569
棋,68CB,26827
旗,65D7,26071
企,4F01,20225
岂,5C82,23682
启,542F,21551
起,8D77,36215
气,6C14,27668
弃,5F03,24323
汽,6C7D,27773
契,5951,22865
砌,780C,30732
器,5668,22120
恰,6070,24688
千,5343,21315
迁,8FC1,36801
牵,7275,29301
铅,94C5,38085
谦,8C26,35878
签,7B7E,31614
前,524D,21069
钱,94B1,38065
潜,6F5C,28508
浅,6D45,27973
遣,9063,36963
欠,6B20,27424
枪,67AA,26538
腔,8154,33108
强,5F3A,24378
墙,5899,22681
抢,62A2,25250
悄,6084,24708
敲,6572,25970
乔,4E54,20052
桥,6865,26725
瞧,77A7,30631
巧,5DE7,24039
切,5207,20999
茄,8304,33540
且,4E14,19988
窃,7A83,31363
亲,4EB2,20146
侵,4FB5,20405
秦,79E6,31206
琴,7434,29748
禽,79BD,31165
勤,52E4,21220
青,9752,38738
氢,6C22,27682
轻,8F7B,36731
倾,503E,20542
